0.67942	0
0.6802	0.0110667
0.68098	0.0151041
0.68176	0.0214349
0.68254	0.0289153
0.68332	0.0454431
0.6841	0.0633008
0.68488	0.0805844
0.68566	0.102479
0.68644	0.119676
0.68722	0.147799
0.688	0.187075
0.68878	0.235839
0.68956	0.298508
0.69034	0.393488
0.69112	0.529094
0.6919	0.692057
0.69268	0.955619
0.69346	1.31048
0.69424	1.6905
0.69502	2.12315
0.6958	2.71989
0.69658	3.32115
0.69736	3.85736
0.69814	4.66462
0.69892	5.31886
0.6997	6.27585
0.70048	6.64571
0.70126	7.53313
0.70204	7.82427
0.70282	8.27748
0.7036	8.97431
0.70438	9.59337
0.70516	11.058
0.70594	12.1962
0.70672	14.1929
0.7075	16.1348
0.70828	17.345
0.70906	19.5687
0.70984	19.7305
0.71062	22.0543
0.7114	22.557
0.71218	23.9694
0.71296	26.1089
0.71374	26.6236
0.71452	27.6849
0.7153	28.0998
0.71608	29.4257
0.71686	30.1987
0.71764	31.7063
0.71842	33.748
0.7192	34.9445
0.71998	37.2489
0.72076	37.6154
0.72154	38.3816
0.72232	38.0797
0.7231	37.3354
0.72388	36.4399
0.72466	35.9417
0.72544	35.7031
0.72622	35.5592
0.727	36.4149
0.72778	32.8881
0.72856	32.6311
0.72934	30.8907
0.73012	28.2028
0.7309	27.1886
0.73168	25.3376
0.73246	25.5055
0.73324	20.9102
0.73402	19.5215
0.7348	17.9267
0.73558	17.0424
0.73636	15.7418
0.73714	14.555
0.73792	13.6399
0.7387	13.3376
0.73948	11.4756
0.74026	10.9957
0.74104	7.48347
0.74182	5.18748
0.7426	3.83221
0.74338	2.37972
0.74416	1.34875
0.74494	0.853452
0.74572	0.698325
0.7465	0.572017
0.74728	0.49257
0.74806	0.420662
0.74884	0.323229
0.74962	0.258831
0.7504	0.167147
0.75118	0.0943861
0.75196	0.0226837
0.75274	0.000987924
0.75352	9.22081e-318
0.7543	0
0.75508	0
0.75586	0
0.75664	0
0.75742	0
0.75898	0
