2.598e-05	0
2.6e-05	-nan
2.602e-05	-nan
2.604e-05	-nan
2.606e-05	-nan
2.608e-05	-nan
2.61e-05	-nan
2.612e-05	-nan
2.614e-05	-nan
2.616e-05	-nan
2.618e-05	-nan
2.62e-05	-nan
2.622e-05	-nan
2.624e-05	-nan
2.626e-05	-nan
2.628e-05	-nan
2.63e-05	-nan
2.632e-05	-nan
2.634e-05	-nan
2.636e-05	-nan
2.638e-05	-nan
2.64e-05	-nan
2.642e-05	-nan
2.644e-05	-nan
2.646e-05	-nan
2.648e-05	-nan
2.65e-05	-nan
2.652e-05	-nan
2.654e-05	-nan
2.656e-05	-nan
2.658e-05	-nan
2.66e-05	-nan
2.662e-05	-nan
2.664e-05	-nan
2.666e-05	-nan
2.668e-05	-nan
2.67e-05	-nan
2.672e-05	-nan
2.674e-05	-nan
2.676e-05	-nan
2.678e-05	-nan
2.68e-05	-nan
2.682e-05	-nan
2.684e-05	-nan
2.686e-05	-nan
2.688e-05	-nan
2.69e-05	-nan
2.692e-05	-nan
2.694e-05	-nan
2.696e-05	-nan
2.698e-05	-nan
2.7e-05	-nan
2.702e-05	-nan
2.704e-05	-nan
2.706e-05	-nan
2.708e-05	-nan
2.71e-05	-nan
2.712e-05	-nan
2.714e-05	-nan
2.716e-05	-nan
2.718e-05	-nan
2.72e-05	-nan
2.722e-05	-nan
2.724e-05	-nan
2.726e-05	-nan
2.728e-05	-nan
2.73e-05	-nan
2.732e-05	-nan
2.734e-05	-nan
2.736e-05	-nan
2.738e-05	-nan
2.74e-05	-nan
2.742e-05	-nan
2.744e-05	-nan
2.746e-05	-nan
2.748e-05	-nan
2.75e-05	-nan
2.752e-05	-nan
2.754e-05	-nan
2.756e-05	-nan
2.758e-05	-nan
2.76e-05	-nan
2.762e-05	-nan
2.764e-05	-nan
2.766e-05	-nan
2.768e-05	-nan
2.77e-05	-nan
2.772e-05	-nan
2.774e-05	-nan
2.776e-05	-nan
2.778e-05	-nan
2.78e-05	-nan
2.782e-05	-nan
2.784e-05	-nan
2.786e-05	-nan
2.788e-05	-nan
2.79e-05	-nan
2.792e-05	-nan
2.794e-05	-nan
2.796e-05	-nan
2.798e-05	-nan
2.802e-05	0
