-0.00208	0
-0.002	-nan
-0.00192	-nan
-0.00184	-nan
-0.00176	-nan
-0.00168	-nan
-0.0016	-nan
-0.00152	-nan
-0.00144	-nan
-0.00136	-nan
-0.00128	-nan
-0.0012	-nan
-0.00112	-nan
-0.00104	-nan
-0.00096	-nan
-0.00088	-nan
-0.0008	-nan
-0.00072	-nan
-0.00064	-nan
-0.00056	-nan
-0.00048	-nan
-0.0004	-nan
-0.00032	-nan
-0.00024	-nan
-0.00016	-nan
-8e-05	-nan
1.21973e-19	-nan
8e-05	-nan
0.00016	-nan
0.00024	-nan
0.00032	-nan
0.0004	-nan
0.00048	-nan
0.00056	-nan
0.00064	-nan
0.00072	-nan
0.0008	-nan
0.00088	-nan
0.00096	-nan
0.00104	-nan
0.00112	-nan
0.0012	-nan
0.00128	-nan
0.00136	-nan
0.00144	-nan
0.00152	-nan
0.0016	-nan
0.00168	-nan
0.00176	-nan
0.00184	-nan
0.00192	-nan
0.00208	0
